rental_id,equipment_id,customer_id,site_id,site_name,site_city,check_in_date,expected_return_date,actual_return_date,rental_days,rental_rate_per_day,total_rental_cost,deposit_amount,payment_status,operator_id,contract_status,overdue_days
RNT102301,EQX1099,CUST1115,SITE114,Highway Expansion,Coimbatore,2025-05-22,2025-06-10,2025-06-10,19,22000,418000,44000,Paid,OP1026,Completed,0
RNT102302,EQX1037,CUST1011,SITE128,Harbor Expansion,Madurai,2025-06-28,2025-07-14,2025-07-19,16,25000,525000,50000,Pending,OP1117,Overdue,5
RNT102303,EQX1146,CUST1096,SITE115,River Embankment,Trichy,2025-05-02,2025-05-15,2025-05-15,13,18000,234000,36000,Paid,OP1030,Completed,0
RNT102304,EQX1297,CUST1010,SITE102,Industrial Park,Hyderabad,2025-01-20,2025-02-16,2025-02-16,27,12000,324000,24000,Paid,OP1112,Completed,0
RNT102305,EQX1091,CUST1049,SITE118,Bridge Construction,Bangalore,2025-05-24,2025-05-26,2025-05-26,2,25000,50000,50000,Paid,OP1012,Completed,0
RNT102306,EQX1155,CUST1026,SITE102,IT Park,Salem,2025-02-26,2025-03-05,2025-03-05,7,18000,126000,36000,Paid,OP1176,Completed,0
RNT102307,EQX1011,CUST1065,SITE125,Metro Rail Project,Bangalore,2025-04-28,2025-05-14,2025-05-14,16,25000,400000,50000,Paid,OP1037,Completed,0
RNT102308,EQX1296,CUST1110,SITE105,Mining Site,Madurai,2025-05-25,2025-06-19,2025-06-19,25,30000,750000,60000,Paid,OP1049,Completed,0
RNT102309,EQX1189,CUST1068,SITE122,River Embankment,Hyderabad,2025-02-07,2025-02-25,2025-02-25,18,12000,216000,24000,Paid,OP1128,Completed,0
RNT102310,EQX1185,CUST1101,SITE106,River Embankment,Hyderabad,2025-06-30,2025-07-24,2025-07-24,24,30000,720000,60000,Paid,OP1109,Completed,0
RNT102311,EQX1061,CUST1063,SITE126,Bridge Construction,Mysore,2025-04-11,2025-05-03,2025-05-03,22,24000,528000,48000,Partial,OP1035,Completed,0
RNT102312,EQX1266,CUST1117,SITE104,Solar Power Plant,Mysore,2025-02-09,2025-02-16,2025-02-16,7,30000,210000,60000,Pending,OP1094,Completed,0
RNT102313,EQX1179,CUST1030,SITE127,Harbor Expansion,Salem,2025-05-03,2025-05-20,2025-05-21,17,25000,450000,50000,Paid,OP1027,Overdue,1
RNT102314,EQX1005,CUST1051,SITE119,Harbor Expansion,Coimbatore,2025-04-02,2025-04-25,2025-04-25,23,12000,276000,24000,Paid,OP1102,Completed,0
RNT102315,EQX1225,CUST1097,SITE120,Mining Site,Salem,2025-06-04,2025-06-30,2025-07-10,26,22000,792000,44000,Paid,OP1163,Overdue,10
RNT102316,EQX1046,CUST1020,SITE111,Smart City Zone,Hyderabad,2025-01-13,2025-01-24,2025-01-24,11,22000,242000,44000,Paid,OP1113,Completed,0
RNT102317,EQX1032,CUST1098,SITE114,Solar Power Plant,Mysore,2025-01-04,2025-02-01,2025-02-01,28,24000,672000,48000,Paid,OP1096,Completed,0
RNT102318,EQX1240,CUST1072,SITE122,IT Park,Coimbatore,2025-02-10,2025-03-12,2025-03-12,30,22000,660000,44000,Paid,OP1057,Completed,0
RNT102319,EQX1098,CUST1093,SITE104,River Embankment,Bangalore,2025-01-06,2025-01-12,2025-01-12,6,30000,180000,60000,Paid,OP1160,Completed,0
RNT102320,EQX1067,CUST1072,SITE105,Solar Power Plant,Mysore,2025-05-22,2025-06-10,2025-06-10,19,24000,456000,48000,Pending,OP1087,Completed,0
RNT102321,EQX1211,CUST1026,SITE130,Mining Site,Mysore,2025-04-03,2025-04-08,2025-04-11,5,24000,192000,48000,Paid,OP1028,Overdue,3
RNT102322,EQX1046,CUST1044,SITE108,Harbor Expansion,Trichy,2025-03-18,2025-04-12,2025-04-12,25,22000,550000,44000,Pending,OP1099,Completed,0
RNT102323,EQX1286,CUST1038,SITE124,Smart City Zone,Hyderabad,2025-05-12,2025-05-21,2025-05-21,9,18000,162000,36000,Pending,OP1075,Completed,0
RNT102324,EQX1027,CUST1025,SITE109,Industrial Park,Chennai,2025-03-11,2025-03-30,2025-03-30,19,25000,475000,50000,Partial,OP1099,Completed,0
RNT102325,EQX1266,CUST1042,SITE121,Harbor Expansion,Mysore,2025-02-24,2025-02-28,2025-02-28,4,30000,120000,60000,Paid,OP1167,Completed,0
RNT102326,EQX1232,CUST1013,SITE103,Residential Township,Trichy,2025-03-31,2025-04-14,2025-04-14,14,18000,252000,36000,Pending,OP1076,Completed,0
RNT102327,EQX1088,CUST1092,SITE125,Solar Power Plant,Chennai,2025-05-01,2025-05-19,2025-05-19,18,18000,324000,36000,Paid,OP1161,Completed,0
RNT102328,EQX1091,CUST1057,SITE127,Bridge Construction,Salem,2025-04-19,2025-04-25,2025-05-01,6,25000,300000,50000,Partial,OP1021,Overdue,6
RNT102329,EQX1202,CUST1004,SITE115,Bridge Construction,Mysore,2025-03-19,2025-03-24,2025-03-24,5,30000,150000,60000,Paid,OP1054,Completed,0
RNT102330,EQX1289,CUST1065,SITE122,IT Park,Hyderabad,2025-06-13,2025-07-02,2025-07-02,19,24000,456000,48000,Partial,OP1003,Completed,0
RNT102331,EQX1177,CUST1105,SITE109,Bridge Construction,Salem,2025-04-16,2025-04-20,2025-04-20,4,25000,100000,50000,Partial,OP1104,Completed,0
RNT102332,EQX1153,CUST1005,SITE120,Industrial Park,Mysore,2025-04-28,2025-05-21,2025-05-21,23,24000,552000,48000,Paid,OP1124,Completed,0
RNT102333,EQX1030,CUST1092,SITE122,Residential Township,Chennai,2025-04-16,2025-05-01,2025-05-01,15,12000,180000,24000,Pending,OP1124,Completed,0
RNT102334,EQX1101,CUST1078,SITE117,Highway Expansion,Bangalore,2025-06-07,2025-07-03,2025-07-03,26,24000,624000,48000,Paid,OP1127,Completed,0
RNT102335,EQX1214,CUST1095,SITE124,IT Park,Bangalore,2025-06-11,2025-07-08,2025-07-08,27,24000,648000,48000,Paid,OP1083,Completed,0
RNT102336,EQX1210,CUST1097,SITE130,Industrial Park,Salem,2025-05-11,2025-05-18,2025-05-18,7,30000,210000,60000,Partial,OP1050,Completed,0
RNT102337,EQX1142,CUST1032,SITE112,Residential Township,Hyderabad,2025-02-06,2025-02-16,2025-02-16,10,24000,240000,48000,Paid,OP1200,Completed,0
RNT102338,EQX1295,CUST1093,SITE119,River Embankment,Coimbatore,2025-03-08,2025-03-12,2025-03-12,4,12000,48000,24000,Pending,OP1162,Completed,0
RNT102339,EQX1148,CUST1086,SITE127,Highway Expansion,Madurai,2025-05-04,2025-05-30,2025-05-30,26,22000,572000,44000,Paid,OP1162,Completed,0
RNT102340,EQX1047,CUST1002,SITE115,Harbor Expansion,Chennai,2025-06-08,2025-06-25,2025-06-25,17,24000,408000,48000,Pending,OP1138,Completed,0
RNT102341,EQX1092,CUST1061,SITE105,Mining Site,Salem,2025-03-26,2025-04-22,2025-04-22,27,24000,648000,48000,Pending,OP1084,Completed,0
RNT102342,EQX1135,CUST1027,SITE114,River Embankment,Salem,2025-06-11,2025-06-28,2025-06-28,17,24000,408000,48000,Paid,OP1028,Completed,0
RNT102343,EQX1219,CUST1027,SITE107,Airport Extension,Salem,2025-06-11,2025-06-17,2025-06-17,6,18000,108000,36000,Paid,OP1057,Completed,0
RNT102344,EQX1242,CUST1084,SITE122,Solar Power Plant,Hyderabad,2025-02-18,2025-03-02,2025-03-02,12,25000,300000,50000,Paid,OP1107,Completed,0
RNT102345,EQX1219,CUST1071,SITE114,Highway Expansion,Mysore,2025-05-15,2025-05-29,2025-05-29,14,18000,252000,36000,Paid,OP1084,Completed,0
RNT102346,EQX1066,CUST1095,SITE114,Highway Expansion,Hyderabad,2025-06-21,2025-07-14,2025-07-14,23,30000,690000,60000,Paid,OP1059,Completed,0
RNT102347,EQX1169,CUST1054,SITE112,Smart City Zone,Coimbatore,2025-02-24,2025-03-01,2025-03-08,5,12000,144000,24000,Paid,OP1082,Overdue,7
RNT102348,EQX1266,CUST1108,SITE129,River Embankment,Bangalore,2025-03-12,2025-03-19,2025-03-19,7,30000,210000,60000,Pending,OP1084,Completed,0
RNT102349,EQX1262,CUST1107,SITE121,Industrial Park,Chennai,2025-04-07,2025-04-20,2025-04-22,13,25000,375000,50000,Paid,OP1053,Overdue,2
RNT102350,EQX1082,CUST1027,SITE111,Smart City Zone,Madurai,2025-05-08,2025-05-27,2025-05-27,19,12000,228000,24000,Paid,OP1190,Completed,0
RNT102351,EQX1154,CUST1092,SITE120,Highway Expansion,Chennai,2025-04-18,2025-04-26,2025-04-26,8,12000,96000,24000,Paid,OP1177,Completed,0
RNT102352,EQX1049,CUST1119,SITE116,River Embankment,Madurai,2025-01-03,2025-01-06,2025-01-06,3,12000,36000,24000,Pending,OP1138,Completed,0
RNT102353,EQX1140,CUST1077,SITE129,Metro Rail Project,Coimbatore,2025-06-08,2025-06-19,2025-06-19,11,12000,132000,24000,Partial,OP1103,Completed,0
RNT102354,EQX1263,CUST1013,SITE119,Highway Expansion,Trichy,2025-02-25,2025-02-27,2025-02-27,2,18000,36000,36000,Partial,OP1030,Completed,0
RNT102355,EQX1262,CUST1037,SITE130,River Embankment,Coimbatore,2025-01-27,2025-02-06,2025-02-06,10,25000,250000,50000,Pending,OP1094,Completed,0
RNT102356,EQX1046,CUST1053,SITE114,Harbor Expansion,Chennai,2025-04-15,2025-04-18,2025-04-18,3,22000,66000,44000,Pending,OP1041,Completed,0
RNT102357,EQX1201,CUST1040,SITE128,Solar Power Plant,Bangalore,2025-01-09,2025-01-27,2025-01-27,18,18000,324000,36000,Paid,OP1010,Completed,0
RNT102358,EQX1103,CUST1015,SITE123,Bridge Construction,Mysore,2025-04-01,2025-04-09,2025-04-09,8,25000,200000,50000,Pending,OP1197,Completed,0
RNT102359,EQX1051,CUST1038,SITE123,Airport Extension,Hyderabad,2025-03-25,2025-04-01,2025-04-01,7,12000,84000,24000,Paid,OP1077,Completed,0
RNT102360,EQX1096,CUST1072,SITE110,Airport Extension,Madurai,2025-06-23,2025-07-21,2025-07-30,28,25000,925000,50000,Partial,OP1164,Overdue,9
RNT102361,EQX1138,CUST1088,SITE122,Mining Site,Chennai,2025-03-11,2025-03-21,2025-03-21,10,22000,220000,44000,Paid,OP1066,Completed,0
RNT102362,EQX1190,CUST1079,SITE114,Metro Rail Project,Bangalore,2025-02-12,2025-03-11,2025-03-11,27,25000,675000,50000,Pending,OP1149,Completed,0
RNT102363,EQX1281,CUST1059,SITE127,Airport Extension,Hyderabad,2025-02-27,2025-03-09,2025-03-09,10,12000,120000,24000,Pending,OP1066,Completed,0
RNT102364,EQX1198,CUST1062,SITE115,Residential Township,Trichy,2025-03-16,2025-03-23,2025-03-31,7,24000,360000,48000,Paid,OP1050,Overdue,8
RNT102365,EQX1161,CUST1009,SITE130,Airport Extension,Chennai,2025-01-08,2025-02-02,2025-02-02,25,30000,750000,60000,Paid,OP1009,Completed,0
RNT102366,EQX1039,CUST1044,SITE103,Mining Site,Madurai,2025-02-14,2025-03-05,2025-03-05,19,18000,342000,36000,Paid,OP1148,Completed,0
RNT102367,EQX1217,CUST1009,SITE107,River Embankment,Coimbatore,2025-06-13,2025-06-15,2025-06-15,2,18000,36000,36000,Paid,OP1109,Completed,0
RNT102368,EQX1233,CUST1095,SITE117,Solar Power Plant,Chennai,2025-01-16,2025-02-03,2025-02-03,18,30000,540000,60000,Paid,OP1001,Completed,0
RNT102369,EQX1015,CUST1083,SITE111,Highway Expansion,Hyderabad,2025-06-04,2025-06-22,2025-06-22,18,22000,396000,44000,Paid,OP1189,Completed,0
RNT102370,EQX1091,CUST1069,SITE119,Highway Expansion,Trichy,2025-01-24,2025-02-11,2025-02-11,18,25000,450000,50000,Paid,OP1197,Completed,0
RNT102371,EQX1057,CUST1072,SITE120,Residential Township,Chennai,2025-02-21,2025-03-12,2025-03-12,19,22000,418000,44000,Paid,OP1011,Completed,0
RNT102372,EQX1135,CUST1032,SITE111,Mining Site,Coimbatore,2025-03-08,2025-03-14,2025-03-14,6,24000,144000,48000,Paid,OP1126,Completed,0
RNT102373,EQX1267,CUST1108,SITE117,Highway Expansion,Mysore,2025-03-23,2025-03-28,2025-03-28,5,30000,150000,60000,Partial,OP1106,Completed,0
RNT102374,EQX1005,CUST1107,SITE118,Bridge Construction,Trichy,2025-03-06,2025-03-29,2025-03-29,23,12000,276000,24000,Paid,OP1015,Completed,0
RNT102375,EQX1105,CUST1094,SITE113,Residential Township,Madurai,2025-03-21,2025-04-08,2025-04-08,18,12000,216000,24000,Pending,OP1121,Completed,0
RNT102376,EQX1286,CUST1049,SITE110,Solar Power Plant,Mysore,2025-01-26,2025-02-02,2025-02-02,7,18000,126000,36000,Paid,OP1075,Completed,0
RNT102377,EQX1125,CUST1040,SITE126,Highway Expansion,Coimbatore,2025-03-14,2025-03-24,2025-03-28,10,25000,350000,50000,Paid,OP1059,Overdue,4
RNT102378,EQX1071,CUST1045,SITE130,IT Park,Hyderabad,2025-06-10,2025-07-06,2025-07-06,26,30000,780000,60000,Paid,OP1127,Completed,0
RNT102379,EQX1079,CUST1066,SITE119,Industrial Park,Madurai,2025-03-12,2025-03-26,2025-03-26,14,12000,168000,24000,Pending,OP1194,Completed,0
RNT102380,EQX1249,CUST1054,SITE129,Smart City Zone,Mysore,2025-03-08,2025-03-15,2025-03-21,7,18000,234000,36000,Paid,OP1063,Overdue,6
RNT102381,EQX1273,CUST1079,SITE104,Mining Site,Mysore,2025-01-12,2025-01-31,2025-01-31,19,18000,342000,36000,Paid,OP1137,Completed,0
RNT102382,EQX1220,CUST1035,SITE124,Harbor Expansion,Mysore,2025-06-19,2025-06-27,2025-06-27,8,30000,240000,60000,Paid,OP1038,Completed,0
RNT102383,EQX1213,CUST1060,SITE116,Highway Expansion,Coimbatore,2025-04-17,2025-05-12,2025-05-12,25,12000,300000,24000,Paid,OP1049,Completed,0
RNT102384,EQX1244,CUST1035,SITE113,Metro Rail Project,Coimbatore,2025-01-02,2025-01-30,2025-01-30,28,30000,840000,60000,Pending,OP1062,Completed,0
RNT102385,EQX1229,CUST1046,SITE115,Smart City Zone,Coimbatore,2025-03-01,2025-03-17,2025-03-17,16,22000,352000,44000,Paid,OP1053,Completed,0
RNT102386,EQX1111,CUST1002,SITE101,Airport Extension,Coimbatore,2025-05-19,2025-06-12,2025-06-12,24,22000,528000,44000,Paid,OP1103,Completed,0
RNT102387,EQX1151,CUST1083,SITE117,Solar Power Plant,Bangalore,2025-04-01,2025-04-26,2025-04-26,25,18000,450000,36000,Paid,OP1088,Completed,0
RNT102388,EQX1265,CUST1018,SITE113,Bridge Construction,Trichy,2025-03-27,2025-04-02,2025-04-02,6,22000,132000,44000,Pending,OP1124,Completed,0
RNT102389,EQX1051,CUST1110,SITE129,Airport Extension,Bangalore,2025-01-13,2025-02-02,2025-02-02,20,12000,240000,24000,Paid,OP1029,Completed,0
RNT102390,EQX1063,CUST1114,SITE113,Highway Expansion,Hyderabad,2025-05-22,2025-06-14,2025-06-19,23,25000,700000,50000,Paid,OP1110,Overdue,5
RNT102391,EQX1210,CUST1059,SITE102,Mining Site,Mysore,2025-02-08,2025-03-01,2025-03-01,21,30000,630000,60000,Paid,OP1025,Completed,0
RNT102392,EQX1290,CUST1046,SITE108,Bridge Construction,Bangalore,2025-06-05,2025-06-21,2025-06-30,16,22000,550000,44000,Paid,OP1071,Overdue,9
RNT102393,EQX1142,CUST1081,SITE120,River Embankment,Bangalore,2025-04-28,2025-05-08,2025-05-08,10,24000,240000,48000,Pending,OP1072,Completed,0
RNT102394,EQX1037,CUST1111,SITE103,Residential Township,Mysore,2025-06-29,2025-07-26,2025-07-26,27,25000,675000,50000,Pending,OP1108,Completed,0
RNT102395,EQX1064,CUST1008,SITE106,River Embankment,Mysore,2025-01-06,2025-02-03,2025-02-03,28,18000,504000,36000,Paid,OP1104,Completed,0
RNT102396,EQX1099,CUST1102,SITE106,Solar Power Plant,Bangalore,2025-05-03,2025-06-02,2025-06-02,30,22000,660000,44000,Paid,OP1098,Completed,0
RNT102397,EQX1208,CUST1059,SITE124,Industrial Park,Chennai,2025-06-18,2025-07-06,2025-07-06,18,18000,324000,36000,Paid,OP1010,Completed,0
RNT102398,EQX1273,CUST1103,SITE128,Smart City Zone,Salem,2025-06-02,2025-06-18,2025-06-18,16,18000,288000,36000,Paid,OP1184,Completed,0
RNT102399,EQX1193,CUST1032,SITE106,River Embankment,Coimbatore,2025-05-04,2025-05-12,2025-05-12,8,18000,144000,36000,Paid,OP1111,Completed,0
RNT102400,EQX1200,CUST1023,SITE103,Solar Power Plant,Salem,2025-02-07,2025-02-21,2025-02-21,14,18000,252000,36000,Pending,OP1191,Completed,0
RNT102401,EQX1073,CUST1067,SITE111,River Embankment,Mysore,2025-05-08,2025-05-18,2025-05-18,10,22000,220000,44000,Paid,OP1014,Completed,0
RNT102402,EQX1024,CUST1072,SITE112,Solar Power Plant,Salem,2025-05-05,2025-05-28,2025-05-28,23,25000,575000,50000,Partial,OP1059,Completed,0
RNT102403,EQX1145,CUST1093,SITE103,IT Park,Hyderabad,2025-01-13,2025-02-08,2025-02-14,26,24000,768000,48000,Paid,OP1093,Overdue,6
RNT102404,EQX1050,CUST1049,SITE116,IT Park,Coimbatore,2025-02-02,2025-02-28,2025-02-28,26,18000,468000,36000,Pending,OP1023,Completed,0
RNT102405,EQX1281,CUST1028,SITE127,Metro Rail Project,Chennai,2025-05-01,2025-05-07,2025-05-09,6,12000,96000,24000,Paid,OP1067,Overdue,2
RNT102406,EQX1159,CUST1035,SITE123,Highway Expansion,Trichy,2025-06-19,2025-07-15,2025-07-15,26,24000,624000,48000,Paid,OP1104,Completed,0
RNT102407,EQX1118,CUST1109,SITE123,Solar Power Plant,Bangalore,2025-05-09,2025-05-28,2025-06-06,19,12000,336000,24000,Pending,OP1198,Overdue,9
RNT102408,EQX1139,CUST1030,SITE105,Smart City Zone,Madurai,2025-01-22,2025-02-03,2025-02-03,12,30000,360000,60000,Paid,OP1052,Completed,0
RNT102409,EQX1067,CUST1061,SITE118,River Embankment,Coimbatore,2025-01-14,2025-02-07,2025-02-07,24,24000,576000,48000,Paid,OP1021,Completed,0
RNT102410,EQX1201,CUST1004,SITE103,Mining Site,Salem,2025-04-26,2025-05-20,2025-05-23,24,18000,486000,36000,Paid,OP1044,Overdue,3
RNT102411,EQX1093,CUST1032,SITE112,Industrial Park,Coimbatore,2025-06-22,2025-06-27,2025-06-27,5,25000,125000,50000,Paid,OP1185,Completed,0
RNT102412,EQX1030,CUST1030,SITE124,Residential Township,Mysore,2025-03-14,2025-04-07,2025-04-07,24,12000,288000,24000,Partial,OP1113,Completed,0
RNT102413,EQX1092,CUST1050,SITE113,Metro Rail Project,Salem,2025-02-03,2025-02-07,2025-02-07,4,24000,96000,48000,Paid,OP1087,Completed,0
RNT102414,EQX1196,CUST1098,SITE113,IT Park,Bangalore,2025-01-31,2025-03-01,2025-03-01,29,22000,638000,44000,Paid,OP1101,Completed,0
RNT102415,EQX1010,CUST1081,SITE109,Airport Extension,Hyderabad,2025-06-28,2025-07-20,2025-07-20,22,25000,550000,50000,Paid,OP1083,Completed,0
RNT102416,EQX1282,CUST1030,SITE117,IT Park,Salem,2025-05-24,2025-06-11,2025-06-11,18,18000,324000,36000,Paid,OP1167,Completed,0
RNT102417,EQX1123,CUST1092,SITE101,River Embankment,Mysore,2025-03-13,2025-04-04,2025-04-04,22,12000,264000,24000,Paid,OP1116,Completed,0
RNT102418,EQX1135,CUST1063,SITE109,Highway Expansion,Hyderabad,2025-01-19,2025-02-12,2025-02-13,24,24000,600000,48000,Paid,OP1039,Overdue,1
RNT102419,EQX1074,CUST1102,SITE103,Metro Rail Project,Salem,2025-03-12,2025-03-22,2025-03-22,10,12000,120000,24000,Pending,OP1123,Completed,0
RNT102420,EQX1079,CUST1065,SITE124,Airport Extension,Mysore,2025-02-25,2025-03-06,2025-03-10,9,12000,156000,24000,Paid,OP1004,Overdue,4
RNT102421,EQX1223,CUST1105,SITE119,Airport Extension,Hyderabad,2025-02-01,2025-02-21,2025-02-21,20,30000,600000,60000,Paid,OP1053,Completed,0
RNT102422,EQX1117,CUST1075,SITE124,IT Park,Hyderabad,2025-05-01,2025-05-08,2025-05-13,7,18000,216000,36000,Paid,OP1123,Overdue,5
RNT102423,EQX1209,CUST1042,SITE105,Highway Expansion,Hyderabad,2025-06-28,2025-07-18,2025-07-18,20,18000,360000,36000,Paid,OP1130,Completed,0
RNT102424,EQX1009,CUST1114,SITE126,Bridge Construction,Coimbatore,2025-06-26,2025-06-30,2025-07-05,4,12000,108000,24000,Paid,OP1074,Overdue,5
RNT102425,EQX1004,CUST1059,SITE120,Residential Township,Salem,2025-04-14,2025-04-21,2025-04-21,7,30000,210000,60000,Paid,OP1010,Completed,0
RNT102426,EQX1115,CUST1117,SITE116,Smart City Zone,Coimbatore,2025-02-28,2025-03-16,2025-03-16,16,18000,288000,36000,Paid,OP1048,Completed,0
RNT102427,EQX1028,CUST1095,SITE124,Solar Power Plant,Madurai,2025-01-09,2025-01-14,2025-01-14,5,12000,60000,24000,Paid,OP1112,Completed,0
RNT102428,EQX1054,CUST1087,SITE114,Airport Extension,Chennai,2025-03-28,2025-04-23,2025-04-23,26,12000,312000,24000,Paid,OP1097,Completed,0
RNT102429,EQX1073,CUST1075,SITE128,Industrial Park,Chennai,2025-06-25,2025-07-19,2025-07-19,24,22000,528000,44000,Pending,OP1020,Completed,0
RNT102430,EQX1118,CUST1055,SITE128,Airport Extension,Coimbatore,2025-06-21,2025-07-01,2025-07-01,10,12000,120000,24000,Paid,OP1038,Completed,0
RNT102431,EQX1219,CUST1087,SITE123,Industrial Park,Bangalore,2025-01-23,2025-02-21,2025-02-21,29,18000,522000,36000,Paid,OP1170,Completed,0
RNT102432,EQX1161,CUST1078,SITE125,IT Park,Chennai,2025-05-20,2025-06-09,2025-06-09,20,30000,600000,60000,Paid,OP1192,Completed,0
RNT102433,EQX1226,CUST1026,SITE102,Airport Extension,Madurai,2025-03-12,2025-04-03,2025-04-03,22,24000,528000,48000,Paid,OP1155,Completed,0
RNT102434,EQX1034,CUST1090,SITE126,Harbor Expansion,Bangalore,2025-02-25,2025-03-13,2025-03-13,16,25000,400000,50000,Paid,OP1179,Completed,0
RNT102435,EQX1031,CUST1107,SITE130,River Embankment,Salem,2025-04-17,2025-05-01,2025-05-01,14,18000,252000,36000,Pending,OP1033,Completed,0
RNT102436,EQX1173,CUST1033,SITE125,Smart City Zone,Madurai,2025-01-20,2025-01-22,2025-01-22,2,24000,48000,48000,Partial,OP1138,Completed,0
RNT102437,EQX1100,CUST1065,SITE120,Highway Expansion,Madurai,2025-03-21,2025-04-15,2025-04-25,25,12000,420000,24000,Paid,OP1090,Overdue,10
RNT102438,EQX1003,CUST1094,SITE106,Residential Township,Madurai,2025-05-11,2025-05-17,2025-05-17,6,25000,150000,50000,Paid,OP1111,Completed,0
RNT102439,EQX1215,CUST1012,SITE125,IT Park,Salem,2025-05-24,2025-06-09,2025-06-09,16,12000,192000,24000,Paid,OP1095,Completed,0
RNT102440,EQX1258,CUST1072,SITE114,River Embankment,Trichy,2025-06-07,2025-06-11,2025-06-11,4,18000,72000,36000,Partial,OP1153,Completed,0
RNT102441,EQX1203,CUST1065,SITE124,Smart City Zone,Hyderabad,2025-06-15,2025-06-23,2025-06-23,8,22000,176000,44000,Paid,OP1182,Completed,0
RNT102442,EQX1172,CUST1014,SITE128,Bridge Construction,Bangalore,2025-06-24,2025-07-19,2025-07-19,25,30000,750000,60000,Paid,OP1047,Completed,0
RNT102443,EQX1089,CUST1028,SITE117,Smart City Zone,Madurai,2025-01-26,2025-02-14,2025-02-14,19,18000,342000,36000,Paid,OP1053,Completed,0
RNT102444,EQX1115,CUST1092,SITE102,Highway Expansion,Salem,2025-04-14,2025-05-07,2025-05-09,23,18000,450000,36000,Paid,OP1116,Overdue,2
RNT102445,EQX1037,CUST1052,SITE126,Harbor Expansion,Coimbatore,2025-05-17,2025-05-25,2025-05-27,8,25000,250000,50000,Paid,OP1085,Overdue,2
RNT102446,EQX1230,CUST1077,SITE123,Solar Power Plant,Trichy,2025-05-28,2025-06-21,2025-06-21,24,18000,432000,36000,Paid,OP1117,Completed,0
RNT102447,EQX1148,CUST1092,SITE110,Smart City Zone,Chennai,2025-05-09,2025-05-19,2025-05-28,10,22000,418000,44000,Paid,OP1180,Overdue,9
RNT102448,EQX1264,CUST1017,SITE115,Bridge Construction,Mysore,2025-01-27,2025-02-12,2025-02-12,16,22000,352000,44000,Paid,OP1089,Completed,0
RNT102449,EQX1183,CUST1027,SITE115,Airport Extension,Coimbatore,2025-05-22,2025-05-29,2025-05-29,7,12000,84000,24000,Partial,OP1021,Completed,0
RNT102450,EQX1067,CUST1111,SITE114,IT Park,Salem,2025-01-03,2025-01-24,2025-01-24,21,24000,504000,48000,Paid,OP1186,Completed,0
RNT102451,EQX1077,CUST1058,SITE118,IT Park,Coimbatore,2025-02-05,2025-02-26,2025-03-08,21,18000,558000,36000,Paid,OP1010,Overdue,10
RNT102452,EQX1130,CUST1056,SITE123,Harbor Expansion,Hyderabad,2025-06-12,2025-06-21,2025-06-21,9,25000,225000,50000,Paid,OP1192,Completed,0
RNT102453,EQX1012,CUST1109,SITE116,River Embankment,Coimbatore,2025-02-13,2025-02-25,2025-02-25,12,30000,360000,60000,Paid,OP1025,Completed,0
RNT102454,EQX1235,CUST1110,SITE121,Residential Township,Mysore,2025-01-29,2025-02-21,2025-02-21,23,24000,552000,48000,Pending,OP1129,Completed,0
RNT102455,EQX1050,CUST1076,SITE117,Metro Rail Project,Chennai,2025-03-25,2025-04-06,2025-04-06,12,18000,216000,36000,Paid,OP1094,Completed,0
RNT102456,EQX1268,CUST1112,SITE107,Industrial Park,Bangalore,2025-03-27,2025-03-31,2025-03-31,4,22000,88000,44000,Paid,OP1171,Completed,0
RNT102457,EQX1213,CUST1064,SITE104,Harbor Expansion,Bangalore,2025-01-28,2025-02-03,2025-02-10,6,12000,156000,24000,Paid,OP1113,Overdue,7
RNT102458,EQX1004,CUST1107,SITE111,Highway Expansion,Mysore,2025-04-20,2025-05-11,2025-05-12,21,30000,660000,60000,Paid,OP1147,Overdue,1
RNT102459,EQX1107,CUST1001,SITE113,Harbor Expansion,Coimbatore,2025-06-21,2025-07-08,2025-07-08,17,30000,510000,60000,Partial,OP1016,Completed,0
RNT102460,EQX1155,CUST1079,SITE126,Bridge Construction,Bangalore,2025-04-18,2025-05-13,2025-05-13,25,18000,450000,36000,Paid,OP1027,Completed,0
RNT102461,EQX1126,CUST1039,SITE110,IT Park,Coimbatore,2025-05-10,2025-06-03,2025-06-03,24,18000,432000,36000,Paid,OP1187,Completed,0
RNT102462,EQX1171,CUST1042,SITE102,Highway Expansion,Salem,2025-01-03,2025-01-10,2025-01-18,7,22000,330000,44000,Paid,OP1046,Overdue,8
RNT102463,EQX1273,CUST1088,SITE105,Harbor Expansion,Hyderabad,2025-02-16,2025-03-06,2025-03-06,18,18000,324000,36000,Paid,OP1146,Completed,0
RNT102464,EQX1224,CUST1120,SITE114,Industrial Park,Trichy,2025-02-08,2025-02-21,2025-02-21,13,22000,286000,44000,Paid,OP1123,Completed,0
RNT102465,EQX1233,CUST1119,SITE118,Industrial Park,Coimbatore,2025-01-06,2025-01-08,2025-01-08,2,30000,60000,60000,Paid,OP1096,Completed,0
RNT102466,EQX1184,CUST1101,SITE107,Industrial Park,Chennai,2025-01-05,2025-01-31,2025-01-31,26,24000,624000,48000,Paid,OP1072,Completed,0
RNT102467,EQX1080,CUST1016,SITE113,Bridge Construction,Bangalore,2025-01-08,2025-02-03,2025-02-03,26,24000,624000,48000,Paid,OP1096,Completed,0
