maintenance_id,equipment_id,service_date,service_type,issue_reported,part_replaced,downtime_hours,service_cost,next_service_due_date,service_status
MAIN10451,EQX1228,2024-12-20,Emergency Repair,Transmission Fault,Brake Pads,35.8,20806,2025-02-18,Completed
MAIN10452,EQX1183,2024-12-28,Oil Change,Brake Wear,Oil Filter,41.3,7045,2025-02-11,Completed
MAIN10453,EQX1295,2025-03-08,Emergency Repair,Brake Wear,Track Chain,26.8,30628,2025-04-07,Completed
MAIN10454,EQX1283,2024-12-21,Hydraulic Service,Track Wear,Hydraulic Hose,32.4,120818,2025-01-20,Completed
MAIN10455,EQX1163,2025-01-19,Corrective Maintenance,Bucket Damage,Bucket Teeth,14.3,148697,2025-02-18,Completed
MAIN10456,EQX1016,2025-06-11,Oil Change,Low Engine Oil,Hydraulic Pump,45.8,122484,2025-07-26,Completed
MAIN10457,EQX1190,2025-03-30,Emergency Repair,Bucket Damage,Fuel Filter,36.1,57926,2025-05-14,Completed
MAIN10458,EQX1277,2024-08-10,Inspection,No Issue,None,4.6,55669,2024-09-09,Completed
MAIN10459,EQX1244,2024-08-28,Corrective Maintenance,Hydraulic Leakage,Hydraulic Pump,34.1,74736,2024-10-12,Completed
MAIN10460,EQX1264,2025-02-20,Corrective Maintenance,Hydraulic Leakage,Fuel Filter,25.2,127489,2025-03-22,Completed
MAIN10461,EQX1196,2025-04-18,Inspection,No Issue,None,5.7,9465,2025-05-18,In Progress
MAIN10462,EQX1084,2024-10-20,Preventive Maintenance,Fuel Leakage,Bucket Teeth,40.5,86295,2024-12-04,In Progress
MAIN10463,EQX1014,2024-07-28,Corrective Maintenance,Transmission Fault,Hydraulic Hose,3.9,6278,2024-09-11,Completed
MAIN10464,EQX1172,2025-03-26,Corrective Maintenance,Brake Wear,Track Chain,17.1,125331,2025-04-25,Scheduled
MAIN10465,EQX1275,2024-07-19,Preventive Maintenance,Track Wear,Oil Filter,43.2,25798,2024-09-02,Completed
MAIN10466,EQX1125,2025-05-15,Preventive Maintenance,Brake Wear,Track Chain,25.4,45732,2025-06-29,Completed
MAIN10467,EQX1180,2025-05-22,Corrective Maintenance,Battery Failure,Track Chain,18.6,105939,2025-07-06,Completed
MAIN10468,EQX1024,2025-02-15,Corrective Maintenance,Engine Overheating,Battery,14.1,52007,2025-03-17,Completed
MAIN10469,EQX1109,2024-08-15,Corrective Maintenance,Fuel Leakage,Track Chain,30.4,61383,2024-10-14,Completed
MAIN10470,EQX1010,2024-07-27,Inspection,No Issue,None,12.6,114149,2024-08-26,Scheduled
MAIN10471,EQX1172,2024-11-06,Corrective Maintenance,Transmission Fault,Engine Belt,31.7,127476,2024-12-06,In Progress
MAIN10472,EQX1086,2025-05-15,Inspection,No Issue,None,6.8,133226,2025-06-14,Completed
MAIN10473,EQX1067,2025-02-06,Emergency Repair,Engine Overheating,Brake Pads,24.7,127729,2025-03-08,Completed
MAIN10474,EQX1103,2025-02-22,Preventive Maintenance,Fuel Leakage,Hydraulic Hose,43.1,54420,2025-04-08,Completed
MAIN10475,EQX1138,2025-06-13,Inspection,No Issue,None,43.0,87094,2025-08-12,Scheduled
MAIN10476,EQX1009,2024-08-16,Hydraulic Service,Bucket Damage,Track Chain,22.3,99209,2024-09-30,Completed
MAIN10477,EQX1294,2025-05-06,Emergency Repair,Transmission Fault,Hydraulic Hose,15.4,34981,2025-07-05,Completed
MAIN10478,EQX1046,2025-04-12,Hydraulic Service,Battery Failure,Bucket Teeth,32.5,108869,2025-05-27,Completed
MAIN10479,EQX1172,2025-05-18,Emergency Repair,Low Engine Oil,Brake Pads,42.5,22541,2025-07-17,In Progress
MAIN10480,EQX1273,2024-11-04,Hydraulic Service,Fuel Leakage,Oil Filter,26.8,62824,2024-12-19,Completed
MAIN10481,EQX1252,2024-11-28,Hydraulic Service,Brake Wear,Bucket Teeth,45.1,123098,2025-01-12,Completed
MAIN10482,EQX1107,2024-12-23,Emergency Repair,Transmission Fault,Brake Pads,7.3,43959,2025-02-06,In Progress
MAIN10483,EQX1086,2024-11-12,Preventive Maintenance,Hydraulic Leakage,Brake Pads,36.3,69694,2025-01-11,Completed
MAIN10484,EQX1277,2025-05-26,Inspection,No Issue,None,45.1,47817,2025-07-10,Scheduled
MAIN10485,EQX1185,2025-02-17,Inspection,No Issue,None,2.9,44143,2025-04-03,Completed
MAIN10486,EQX1135,2025-04-20,Emergency Repair,Track Wear,Bucket Teeth,28.2,57236,2025-06-19,Scheduled
MAIN10487,EQX1132,2025-05-01,Emergency Repair,Track Wear,Engine Belt,12.0,6044,2025-05-31,Completed
MAIN10488,EQX1039,2025-05-03,Corrective Maintenance,Hydraulic Leakage,Hydraulic Pump,30.4,59295,2025-06-02,Completed
MAIN10489,EQX1024,2024-07-25,Inspection,No Issue,None,43.3,16011,2024-08-24,In Progress
MAIN10490,EQX1257,2025-02-17,Corrective Maintenance,Transmission Fault,Hydraulic Pump,2.1,131127,2025-04-18,Scheduled
MAIN10491,EQX1051,2024-09-12,Corrective Maintenance,Hydraulic Leakage,Battery,34.9,94706,2024-11-11,Completed
MAIN10492,EQX1221,2024-07-31,Emergency Repair,Transmission Fault,Engine Belt,45.2,69328,2024-09-29,Completed
MAIN10493,EQX1002,2024-08-09,Inspection,No Issue,None,26.1,102849,2024-10-08,Completed
MAIN10494,EQX1115,2024-10-09,Corrective Maintenance,Hydraulic Leakage,Engine Belt,40.7,34568,2024-12-08,Completed
MAIN10495,EQX1097,2025-03-12,Corrective Maintenance,Track Wear,Track Chain,21.6,59701,2025-04-26,Completed
MAIN10496,EQX1275,2025-01-11,Inspection,No Issue,None,24.2,79353,2025-02-25,Completed
MAIN10497,EQX1123,2024-07-18,Corrective Maintenance,Hydraulic Leakage,Fuel Filter,40.0,7640,2024-09-16,Completed
MAIN10498,EQX1219,2024-11-07,Preventive Maintenance,Low Engine Oil,Battery,8.3,49350,2024-12-07,Completed
MAIN10499,EQX1248,2024-08-11,Preventive Maintenance,Hydraulic Leakage,Oil Filter,33.0,85075,2024-09-25,In Progress
MAIN10500,EQX1079,2025-02-10,Preventive Maintenance,Bucket Damage,Fuel Filter,37.9,47061,2025-03-27,In Progress
MAIN10501,EQX1142,2024-10-27,Corrective Maintenance,Low Engine Oil,Hydraulic Pump,28.1,78800,2024-11-26,Completed
MAIN10502,EQX1193,2024-08-27,Corrective Maintenance,Engine Overheating,Battery,22.6,45608,2024-09-26,Completed
MAIN10503,EQX1252,2024-08-17,Emergency Repair,Brake Wear,Oil Filter,17.8,103855,2024-10-16,Completed
MAIN10504,EQX1235,2024-08-19,Preventive Maintenance,Fuel Leakage,Hydraulic Pump,42.9,84797,2024-10-03,Completed
MAIN10505,EQX1160,2024-12-23,Inspection,No Issue,None,7.0,26460,2025-02-21,Completed
MAIN10506,EQX1033,2025-03-12,Hydraulic Service,Brake Wear,Battery,24.9,93843,2025-04-11,Scheduled
MAIN10507,EQX1273,2024-12-09,Corrective Maintenance,Bucket Damage,Track Chain,21.9,40698,2025-01-08,Completed
MAIN10508,EQX1255,2025-01-31,Preventive Maintenance,Track Wear,Battery,4.4,18462,2025-03-17,Completed
MAIN10509,EQX1151,2025-06-05,Corrective Maintenance,Transmission Fault,Brake Pads,4.4,65451,2025-08-04,Completed
MAIN10510,EQX1132,2025-06-19,Corrective Maintenance,Fuel Leakage,Fuel Filter,11.8,110721,2025-08-03,Scheduled
MAIN10511,EQX1072,2025-06-23,Inspection,No Issue,None,32.8,16617,2025-08-07,Completed
MAIN10512,EQX1113,2025-03-14,Preventive Maintenance,Battery Failure,Hydraulic Hose,38.6,103763,2025-04-28,In Progress
MAIN10513,EQX1017,2025-01-16,Corrective Maintenance,Fuel Leakage,Battery,27.6,114787,2025-02-15,Completed
MAIN10514,EQX1294,2025-05-08,Corrective Maintenance,Fuel Leakage,Hydraulic Pump,44.3,5936,2025-07-07,Completed
MAIN10515,EQX1016,2024-11-03,Oil Change,Engine Overheating,Brake Pads,16.5,59175,2024-12-18,In Progress
MAIN10516,EQX1113,2024-07-17,Inspection,No Issue,None,44.9,106924,2024-08-16,Completed
MAIN10517,EQX1002,2025-04-19,Inspection,No Issue,None,10.3,62859,2025-06-18,In Progress
MAIN10518,EQX1170,2024-10-02,Emergency Repair,Fuel Leakage,Battery,13.7,26763,2024-12-01,Completed
MAIN10519,EQX1097,2025-03-18,Corrective Maintenance,Bucket Damage,Track Chain,40.7,79291,2025-05-02,Completed
MAIN10520,EQX1291,2025-03-08,Inspection,No Issue,None,7.3,27119,2025-04-22,Completed
MAIN10521,EQX1131,2024-11-04,Emergency Repair,Hydraulic Leakage,Oil Filter,21.7,149806,2024-12-19,Completed
MAIN10522,EQX1067,2024-12-19,Corrective Maintenance,Hydraulic Leakage,Oil Filter,29.6,146800,2025-02-17,Completed
MAIN10523,EQX1244,2025-01-19,Emergency Repair,Brake Wear,Oil Filter,22.1,41074,2025-03-05,Completed
MAIN10524,EQX1028,2025-03-16,Hydraulic Service,Battery Failure,Battery,30.2,105502,2025-04-30,Completed
MAIN10525,EQX1082,2025-05-30,Corrective Maintenance,Track Wear,Oil Filter,47.7,75035,2025-06-29,Completed
MAIN10526,EQX1280,2025-04-06,Inspection,No Issue,None,19.5,116756,2025-06-05,Completed
MAIN10527,EQX1273,2024-07-17,Emergency Repair,Low Engine Oil,Engine Belt,20.5,116937,2024-09-15,In Progress
MAIN10528,EQX1167,2025-06-13,Preventive Maintenance,Hydraulic Leakage,Brake Pads,9.4,46872,2025-07-13,Completed
MAIN10529,EQX1251,2025-01-25,Emergency Repair,Track Wear,Bucket Teeth,4.8,93513,2025-02-24,Completed
MAIN10530,EQX1136,2025-03-06,Inspection,No Issue,None,13.7,144908,2025-04-05,Scheduled
MAIN10531,EQX1058,2024-12-07,Inspection,No Issue,None,13.6,98264,2025-01-21,Completed
MAIN10532,EQX1219,2024-07-14,Preventive Maintenance,Bucket Damage,Brake Pads,39.7,104810,2024-08-28,In Progress
MAIN10533,EQX1221,2024-07-25,Hydraulic Service,Fuel Leakage,Hydraulic Pump,22.9,77984,2024-09-08,Completed
MAIN10534,EQX1119,2025-06-26,Emergency Repair,Bucket Damage,Oil Filter,4.5,145411,2025-08-25,Completed
MAIN10535,EQX1030,2024-12-29,Preventive Maintenance,Brake Wear,Oil Filter,44.3,116727,2025-02-27,Completed
MAIN10536,EQX1176,2025-01-01,Preventive Maintenance,Transmission Fault,Battery,30.1,71977,2025-01-31,Completed
MAIN10537,EQX1102,2025-05-12,Emergency Repair,Low Engine Oil,Battery,7.5,68572,2025-07-11,Completed
MAIN10538,EQX1142,2024-08-03,Corrective Maintenance,Low Engine Oil,Fuel Filter,45.4,107690,2024-10-02,Scheduled
MAIN10539,EQX1279,2024-07-01,Corrective Maintenance,Track Wear,Engine Belt,18.8,24023,2024-08-30,Scheduled
MAIN10540,EQX1273,2024-11-27,Corrective Maintenance,Hydraulic Leakage,Bucket Teeth,5.8,85372,2025-01-11,Completed
MAIN10541,EQX1235,2024-08-27,Preventive Maintenance,Hydraulic Leakage,Engine Belt,47.0,32844,2024-10-11,Completed
MAIN10542,EQX1067,2025-02-04,Corrective Maintenance,Engine Overheating,Fuel Filter,34.3,86355,2025-03-21,Completed
MAIN10543,EQX1226,2024-07-29,Preventive Maintenance,Hydraulic Leakage,Hydraulic Pump,8.4,21311,2024-09-12,Completed
MAIN10544,EQX1087,2025-01-30,Hydraulic Service,Battery Failure,Oil Filter,31.7,56424,2025-03-31,Completed
MAIN10545,EQX1235,2025-05-03,Inspection,No Issue,None,5.5,23718,2025-07-02,Scheduled
MAIN10546,EQX1125,2025-03-08,Corrective Maintenance,Engine Overheating,Hydraulic Pump,16.5,66679,2025-05-07,Completed
MAIN10547,EQX1257,2024-11-05,Corrective Maintenance,Battery Failure,Bucket Teeth,8.5,143623,2025-01-04,Completed
MAIN10548,EQX1192,2025-01-04,Preventive Maintenance,Battery Failure,Bucket Teeth,37.4,58049,2025-03-05,Completed
MAIN10549,EQX1288,2024-08-05,Corrective Maintenance,Battery Failure,Brake Pads,44.5,93464,2024-10-04,Completed
MAIN10550,EQX1117,2025-04-19,Corrective Maintenance,Battery Failure,Hydraulic Hose,10.8,102379,2025-05-19,Completed
MAIN10551,EQX1172,2024-09-15,Corrective Maintenance,Low Engine Oil,Fuel Filter,4.9,122331,2024-10-15,Completed
MAIN10552,EQX1011,2024-12-26,Emergency Repair,Track Wear,Engine Belt,8.9,22207,2025-02-09,Completed
MAIN10553,EQX1272,2024-08-25,Corrective Maintenance,Hydraulic Leakage,Oil Filter,47.5,90825,2024-10-09,Completed
MAIN10554,EQX1177,2024-09-01,Emergency Repair,Bucket Damage,Track Chain,17.7,136976,2024-10-31,In Progress
MAIN10555,EQX1206,2024-10-22,Emergency Repair,Battery Failure,Fuel Filter,5.8,133949,2024-12-21,Scheduled
MAIN10556,EQX1274,2025-05-30,Preventive Maintenance,Fuel Leakage,Oil Filter,34.6,36779,2025-06-29,Completed
MAIN10557,EQX1072,2024-07-09,Inspection,No Issue,None,37.6,44339,2024-08-08,Completed
MAIN10558,EQX1049,2024-08-28,Corrective Maintenance,Low Engine Oil,Track Chain,45.9,114131,2024-10-12,Completed
MAIN10559,EQX1246,2025-06-19,Emergency Repair,Bucket Damage,Fuel Filter,42.5,83346,2025-08-03,Completed
MAIN10560,EQX1126,2024-11-16,Corrective Maintenance,Fuel Leakage,Bucket Teeth,47.9,39843,2024-12-16,Scheduled
MAIN10561,EQX1106,2024-12-21,Inspection,No Issue,None,31.8,91136,2025-02-19,Completed
MAIN10562,EQX1099,2024-07-25,Emergency Repair,Brake Wear,Brake Pads,2.5,149512,2024-09-23,Completed
MAIN10563,EQX1055,2025-03-19,Corrective Maintenance,Battery Failure,Engine Belt,15.8,135903,2025-04-18,Scheduled
MAIN10564,EQX1097,2024-09-10,Hydraulic Service,Hydraulic Leakage,Battery,28.3,134106,2024-10-25,Completed
MAIN10565,EQX1026,2025-02-22,Emergency Repair,Hydraulic Leakage,Hydraulic Hose,29.0,34475,2025-03-24,In Progress
MAIN10566,EQX1115,2025-05-23,Hydraulic Service,Brake Wear,Bucket Teeth,11.5,124533,2025-06-22,Completed
MAIN10567,EQX1282,2024-07-06,Preventive Maintenance,Track Wear,Brake Pads,30.8,52169,2024-09-04,Completed
MAIN10568,EQX1129,2024-09-05,Emergency Repair,Track Wear,Oil Filter,33.4,142790,2024-10-05,Completed
MAIN10569,EQX1115,2025-01-05,Hydraulic Service,Engine Overheating,Oil Filter,6.1,10457,2025-03-06,Completed
MAIN10570,EQX1258,2024-09-03,Emergency Repair,Bucket Damage,Hydraulic Hose,27.2,104651,2024-11-02,In Progress
MAIN10571,EQX1172,2025-01-08,Corrective Maintenance,Battery Failure,Engine Belt,5.6,14271,2025-02-22,Completed
MAIN10572,EQX1161,2024-08-01,Preventive Maintenance,Track Wear,Fuel Filter,18.1,13437,2024-08-31,Completed
MAIN10573,EQX1292,2024-08-25,Corrective Maintenance,Brake Wear,Fuel Filter,47.0,39293,2024-10-24,Scheduled
MAIN10574,EQX1124,2024-11-03,Preventive Maintenance,Fuel Leakage,Engine Belt,11.5,49438,2025-01-02,Completed
MAIN10575,EQX1062,2024-12-17,Inspection,No Issue,None,31.3,81216,2025-02-15,Completed
MAIN10576,EQX1085,2024-09-30,Preventive Maintenance,Track Wear,Engine Belt,31.7,144719,2024-10-30,In Progress
MAIN10577,EQX1138,2025-03-21,Inspection,No Issue,None,13.3,121417,2025-05-05,Completed
MAIN10578,EQX1012,2024-11-07,Emergency Repair,Transmission Fault,Oil Filter,14.4,149599,2025-01-06,In Progress
MAIN10579,EQX1198,2025-06-19,Inspection,No Issue,None,16.5,146417,2025-08-18,Scheduled
MAIN10580,EQX1052,2024-07-25,Preventive Maintenance,Track Wear,Brake Pads,23.8,64721,2024-09-23,Scheduled
MAIN10581,EQX1011,2024-08-07,Hydraulic Service,Hydraulic Leakage,Oil Filter,12.2,144438,2024-09-06,Completed
MAIN10582,EQX1168,2025-01-29,Corrective Maintenance,Track Wear,Fuel Filter,21.8,138765,2025-02-28,Completed
MAIN10583,EQX1280,2024-10-10,Preventive Maintenance,Brake Wear,Engine Belt,7.0,90539,2024-11-24,Completed
MAIN10584,EQX1082,2025-01-04,Emergency Repair,Track Wear,Oil Filter,17.5,88923,2025-03-05,Completed
MAIN10585,EQX1009,2024-07-22,Emergency Repair,Engine Overheating,Fuel Filter,12.2,50930,2024-08-21,Completed
MAIN10586,EQX1223,2025-05-10,Inspection,No Issue,None,10.9,64747,2025-06-09,Completed
MAIN10587,EQX1194,2024-11-16,Oil Change,Track Wear,Bucket Teeth,4.4,24227,2024-12-16,Completed
MAIN10588,EQX1264,2024-08-18,Corrective Maintenance,Low Engine Oil,Bucket Teeth,45.4,136833,2024-10-02,Completed
MAIN10589,EQX1219,2025-03-24,Preventive Maintenance,Engine Overheating,Oil Filter,40.5,39468,2025-04-23,Completed
MAIN10590,EQX1146,2024-10-07,Corrective Maintenance,Battery Failure,Bucket Teeth,31.4,29727,2024-11-06,Completed
MAIN10591,EQX1229,2025-05-25,Hydraulic Service,Hydraulic Leakage,Oil Filter,45.6,12133,2025-07-09,Completed
MAIN10592,EQX1113,2024-11-17,Preventive Maintenance,Low Engine Oil,Hydraulic Hose,17.3,42049,2025-01-16,Completed
MAIN10593,EQX1260,2024-11-02,Corrective Maintenance,Engine Overheating,Engine Belt,12.0,148580,2024-12-02,Completed
MAIN10594,EQX1246,2025-06-22,Emergency Repair,Fuel Leakage,Bucket Teeth,34.2,54355,2025-08-21,Completed
MAIN10595,EQX1128,2024-07-07,Hydraulic Service,Hydraulic Leakage,Brake Pads,37.1,10045,2024-08-06,Completed
MAIN10596,EQX1198,2024-08-25,Corrective Maintenance,Low Engine Oil,Brake Pads,39.9,18664,2024-10-24,Completed
MAIN10597,EQX1022,2025-05-17,Emergency Repair,Engine Overheating,Hydraulic Pump,30.5,9018,2025-07-16,Completed
MAIN10598,EQX1188,2024-12-05,Inspection,No Issue,None,29.1,114403,2025-01-19,Completed
MAIN10599,EQX1011,2024-10-12,Emergency Repair,Fuel Leakage,Track Chain,16.5,94200,2024-11-11,Completed
MAIN10600,EQX1181,2025-04-15,Inspection,No Issue,None,23.5,139307,2025-05-15,Completed
MAIN10601,EQX1004,2025-01-07,Corrective Maintenance,Brake Wear,Fuel Filter,46.9,119184,2025-02-06,Completed
MAIN10602,EQX1007,2025-04-09,Emergency Repair,Battery Failure,Hydraulic Pump,19.8,66969,2025-05-24,Completed
MAIN10603,EQX1091,2025-05-28,Emergency Repair,Engine Overheating,Hydraulic Hose,25.4,32559,2025-07-27,In Progress
MAIN10604,EQX1085,2025-01-02,Corrective Maintenance,Engine Overheating,Track Chain,33.7,50021,2025-03-03,Completed
MAIN10605,EQX1040,2024-11-01,Emergency Repair,Engine Overheating,Bucket Teeth,29.8,140374,2024-12-31,Completed
MAIN10606,EQX1199,2025-05-13,Corrective Maintenance,Engine Overheating,Hydraulic Pump,43.5,16418,2025-06-12,Completed
MAIN10607,EQX1261,2025-02-21,Preventive Maintenance,Brake Wear,Bucket Teeth,23.6,95890,2025-03-23,Completed
MAIN10608,EQX1055,2024-11-25,Hydraulic Service,Low Engine Oil,Battery,10.7,39482,2025-01-09,Completed
MAIN10609,EQX1017,2025-05-02,Emergency Repair,Battery Failure,Engine Belt,9.7,92418,2025-06-01,Completed
MAIN10610,EQX1263,2025-04-23,Corrective Maintenance,Low Engine Oil,Battery,25.3,48923,2025-06-07,Completed
MAIN10611,EQX1245,2025-02-04,Emergency Repair,Battery Failure,Battery,34.7,48509,2025-04-05,Completed
MAIN10612,EQX1104,2024-09-29,Corrective Maintenance,Brake Wear,Hydraulic Hose,40.4,133973,2024-10-29,Completed
MAIN10613,EQX1063,2025-04-10,Corrective Maintenance,Brake Wear,Hydraulic Hose,32.3,92089,2025-05-10,Completed
MAIN10614,EQX1290,2024-07-08,Inspection,No Issue,None,35.9,102515,2024-08-07,Completed
MAIN10615,EQX1106,2024-08-15,Inspection,No Issue,None,42.4,18797,2024-09-29,Completed
MAIN10616,EQX1137,2025-06-06,Emergency Repair,Engine Overheating,Fuel Filter,17.3,72409,2025-07-21,Completed
MAIN10617,EQX1217,2025-04-17,Corrective Maintenance,Track Wear,Hydraulic Pump,15.8,43114,2025-06-16,Completed
MAIN10618,EQX1096,2024-07-16,Preventive Maintenance,Fuel Leakage,Fuel Filter,44.0,47428,2024-08-15,Completed
MAIN10619,EQX1094,2025-04-20,Corrective Maintenance,Hydraulic Leakage,Battery,29.0,78496,2025-06-19,Completed
MAIN10620,EQX1278,2024-12-20,Hydraulic Service,Low Engine Oil,Track Chain,21.7,21956,2025-02-18,Completed
MAIN10621,EQX1268,2024-08-19,Corrective Maintenance,Battery Failure,Engine Belt,31.8,66274,2024-10-03,Completed
MAIN10622,EQX1112,2024-08-25,Emergency Repair,Battery Failure,Battery,17.9,78766,2024-09-24,Completed
MAIN10623,EQX1166,2025-06-26,Oil Change,Fuel Leakage,Fuel Filter,36.1,21261,2025-07-26,Completed
MAIN10624,EQX1292,2025-06-04,Corrective Maintenance,Bucket Damage,Bucket Teeth,37.2,22841,2025-08-03,Completed
MAIN10625,EQX1197,2025-02-25,Corrective Maintenance,Transmission Fault,Hydraulic Hose,46.8,119513,2025-04-26,Completed
MAIN10626,EQX1199,2024-12-13,Hydraulic Service,Engine Overheating,Hydraulic Hose,24.4,110372,2025-02-11,Completed
MAIN10627,EQX1226,2025-02-19,Inspection,No Issue,None,29.3,79880,2025-03-21,Completed
MAIN10628,EQX1239,2025-02-21,Inspection,No Issue,None,13.5,132052,2025-04-22,Completed
MAIN10629,EQX1073,2024-11-01,Emergency Repair,Brake Wear,Bucket Teeth,9.3,114966,2024-12-16,Completed
MAIN10630,EQX1124,2025-06-11,Preventive Maintenance,Bucket Damage,Fuel Filter,34.1,50463,2025-08-10,Completed
MAIN10631,EQX1109,2025-05-21,Preventive Maintenance,Bucket Damage,Fuel Filter,44.7,82838,2025-06-20,Completed
MAIN10632,EQX1117,2025-05-04,Emergency Repair,Fuel Leakage,Track Chain,38.3,133684,2025-07-03,Completed
MAIN10633,EQX1299,2024-08-13,Preventive Maintenance,Hydraulic Leakage,Engine Belt,11.3,138303,2024-09-12,Completed
MAIN10634,EQX1099,2025-06-27,Emergency Repair,Low Engine Oil,Oil Filter,39.5,96778,2025-07-27,Completed
MAIN10635,EQX1181,2025-01-16,Preventive Maintenance,Track Wear,Fuel Filter,41.1,41999,2025-03-17,Completed
MAIN10636,EQX1080,2024-12-13,Hydraulic Service,Fuel Leakage,Hydraulic Pump,20.2,53891,2025-01-27,Completed
MAIN10637,EQX1091,2024-09-29,Emergency Repair,Battery Failure,Brake Pads,34.2,68960,2024-10-29,Scheduled
MAIN10638,EQX1279,2024-12-04,Preventive Maintenance,Engine Overheating,Engine Belt,8.9,31820,2025-01-18,Completed
MAIN10639,EQX1292,2024-07-31,Corrective Maintenance,Bucket Damage,Fuel Filter,30.9,62897,2024-08-30,Completed
MAIN10640,EQX1235,2025-04-13,Inspection,No Issue,None,2.5,86110,2025-05-13,Completed
MAIN10641,EQX1189,2025-02-12,Preventive Maintenance,Battery Failure,Brake Pads,39.2,109406,2025-04-13,Completed
MAIN10642,EQX1035,2025-03-17,Oil Change,Engine Overheating,Hydraulic Pump,18.6,119269,2025-05-01,Completed
MAIN10643,EQX1128,2025-04-08,Corrective Maintenance,Battery Failure,Bucket Teeth,17.5,55116,2025-06-07,Completed
MAIN10644,EQX1254,2025-03-30,Corrective Maintenance,Hydraulic Leakage,Bucket Teeth,14.9,132270,2025-05-29,Completed
MAIN10645,EQX1070,2025-02-02,Corrective Maintenance,Bucket Damage,Track Chain,24.9,39503,2025-03-04,Completed
MAIN10646,EQX1117,2024-07-12,Emergency Repair,Hydraulic Leakage,Track Chain,46.8,39939,2024-08-11,Completed
MAIN10647,EQX1139,2024-12-09,Preventive Maintenance,Brake Wear,Hydraulic Hose,2.4,108996,2025-01-08,Completed
MAIN10648,EQX1127,2024-11-18,Emergency Repair,Battery Failure,Bucket Teeth,42.0,104894,2025-01-02,Completed
MAIN10649,EQX1281,2024-09-09,Corrective Maintenance,Low Engine Oil,Oil Filter,20.1,125054,2024-10-24,Completed
MAIN10650,EQX1234,2024-07-05,Corrective Maintenance,Bucket Damage,Hydraulic Hose,12.9,82910,2024-09-03,Completed
MAIN10651,EQX1034,2025-04-21,Corrective Maintenance,Battery Failure,Brake Pads,35.5,92818,2025-06-20,Completed
MAIN10652,EQX1110,2024-07-10,Corrective Maintenance,Transmission Fault,Engine Belt,44.0,140612,2024-08-24,Completed
MAIN10653,EQX1196,2024-09-28,Preventive Maintenance,Engine Overheating,Engine Belt,25.0,129582,2024-10-28,Completed
MAIN10654,EQX1057,2025-04-22,Corrective Maintenance,Battery Failure,Bucket Teeth,15.6,15556,2025-05-22,Completed
MAIN10655,EQX1241,2024-10-23,Corrective Maintenance,Transmission Fault,Hydraulic Hose,12.1,44433,2024-12-22,Completed
MAIN10656,EQX1237,2025-05-23,Oil Change,Hydraulic Leakage,Brake Pads,44.1,95607,2025-07-07,Completed
MAIN10657,EQX1200,2024-10-11,Preventive Maintenance,Brake Wear,Engine Belt,45.0,46007,2024-11-25,Completed
MAIN10658,EQX1049,2024-09-01,Emergency Repair,Battery Failure,Oil Filter,2.7,111141,2024-10-01,Completed
MAIN10659,EQX1024,2025-01-16,Preventive Maintenance,Track Wear,Hydraulic Hose,7.9,46939,2025-02-15,Completed
MAIN10660,EQX1214,2024-07-07,Corrective Maintenance,Transmission Fault,Brake Pads,35.3,108494,2024-08-21,Completed
MAIN10661,EQX1079,2025-03-20,Inspection,No Issue,None,35.2,17138,2025-05-04,Completed
MAIN10662,EQX1016,2024-09-24,Oil Change,Bucket Damage,Hydraulic Hose,39.8,14072,2024-11-23,Completed
MAIN10663,EQX1053,2025-01-10,Oil Change,Low Engine Oil,Oil Filter,46.2,19541,2025-02-09,Completed
MAIN10664,EQX1189,2024-12-30,Preventive Maintenance,Brake Wear,Hydraulic Hose,30.8,103824,2025-02-13,Completed
MAIN10665,EQX1170,2024-09-08,Emergency Repair,Track Wear,Brake Pads,46.7,113827,2024-11-07,Completed
MAIN10666,EQX1178,2024-10-11,Emergency Repair,Engine Overheating,Track Chain,14.3,101021,2024-12-10,Completed
MAIN10667,EQX1052,2024-12-14,Inspection,No Issue,None,43.7,5055,2025-01-28,Completed
MAIN10668,EQX1005,2025-01-05,Preventive Maintenance,Track Wear,Brake Pads,22.1,36933,2025-02-04,Completed
MAIN10669,EQX1291,2025-04-27,Corrective Maintenance,Battery Failure,Hydraulic Pump,27.4,11198,2025-05-27,Completed
MAIN10670,EQX1269,2024-08-02,Inspection,No Issue,None,27.7,26012,2024-09-16,Completed
MAIN10671,EQX1034,2024-07-04,Hydraulic Service,Fuel Leakage,Battery,20.3,114506,2024-08-18,Completed
MAIN10672,EQX1295,2025-01-30,Emergency Repair,Battery Failure,Battery,13.2,128856,2025-03-01,Completed
MAIN10673,EQX1099,2024-11-30,Corrective Maintenance,Track Wear,Bucket Teeth,29.1,130047,2025-01-29,Completed
MAIN10674,EQX1186,2024-11-25,Preventive Maintenance,Track Wear,Hydraulic Hose,45.6,139050,2025-01-09,Completed
MAIN10675,EQX1095,2025-02-01,Corrective Maintenance,Bucket Damage,Bucket Teeth,31.4,88447,2025-03-03,Completed
MAIN10676,EQX1201,2025-05-05,Corrective Maintenance,Track Wear,Hydraulic Hose,7.1,137088,2025-07-04,Completed
MAIN10677,EQX1285,2024-07-02,Emergency Repair,Transmission Fault,Hydraulic Hose,36.3,106553,2024-08-16,Completed
MAIN10678,EQX1096,2025-05-29,Preventive Maintenance,Brake Wear,Bucket Teeth,35.9,144631,2025-07-13,Completed
