telemetry_id,equipment_id,rental_id,timestamp,engine_hours_today,total_engine_hours,idle_hours_today,fuel_level_percent,fuel_consumed_liters,engine_temperature_c,hydraulic_pressure_bar,vibration_score,rpm,gps_lat,gps_lon,distance_from_site_km,geofence_flag,movement_status,fault_code,alert_flag,alert_type,condition_score
TEL162563,EQX1010,RNT104844,2025-07-25 18:36:00,9.61,13654,4.09,18.4,154.73,100.0,202.1,5.23,2001,12.943421,77.610337,0.97,Inside,Idle,NONE,No,None,75
TEL162564,EQX1057,RNT101445,2025-07-14 12:13:00,7.05,6904,2.32,6.5,101.7,101.3,227.9,4.82,1736,9.947552,78.122393,2.2,Inside,Working,TMP003,Yes,High Temperature,74
TEL162565,EQX1085,RNT100642,2025-09-01 16:10:00,7.35,10242,1.04,51.0,139.75,109.8,279.5,5.21,902,9.925896,78.094509,3.81,Inside,Idle,TMP003,Yes,High Temperature,72
TEL162566,EQX1180,RNT100318,2025-05-20 03:10:00,5.24,6915,2.47,13.7,67.04,79.2,312.5,1.25,727,13.082401,80.26071,0.04,Inside,Working,FUEL004,Yes,Low Fuel,90
TEL162567,EQX1235,RNT102843,2025-10-10 17:48:00,7.32,11368,2.94,71.8,100.43,95.4,310.3,2.3,1285,13.068832,80.264735,4.89,Outside,Working,GPS005,Yes,Geofence Breach,82
TEL162568,EQX1194,RNT104653,2025-08-17 01:46:00,11.18,9471,6.27,10.8,118.19,97.7,191.1,2.74,1450,13.056871,80.254154,1.81,Inside,Travelling,FUEL004,Yes,Low Fuel,75
TEL162569,EQX1038,RNT100736,2025-06-26 02:18:00,10.9,14792,6.75,64.6,172.81,104.9,195.8,7.8,1795,12.932093,77.614633,1.94,Inside,Stopped,TMP003,Yes,High Temperature,66
TEL162570,EQX1216,RNT100436,2025-08-18 04:22:00,10.86,5252,8.49,6.1,107.3,97.5,196.6,5.17,770,11.001427,76.910407,0.27,Inside,Idle,FUEL004,Yes,Low Fuel,72
TEL162571,EQX1015,RNT104982,2025-06-23 07:00:00,10.01,12084,0.78,75.2,146.71,107.8,239.6,4.67,1575,9.882126,78.146404,3.36,Inside,Stopped,TMP003,Yes,High Temperature,76
TEL162572,EQX1098,RNT100588,2025-01-17 21:29:00,10.06,8072,7.12,65.9,121.78,89.5,269.3,7.91,1370,17.342978,78.440603,4.27,Inside,Working,HYD002,Yes,High Vibration,72
TEL162573,EQX1279,RNT102223,2025-04-03 12:09:00,10.58,3699,5.68,25.1,127.04,82.2,256.0,4.92,2128,13.011081,77.606902,3.52,Inside,Working,NONE,No,None,78
TEL162574,EQX1211,RNT100685,2025-03-28 19:33:00,11.18,13413,8.01,14.8,103.56,86.8,225.1,2.4,1673,9.904208,78.105816,4.16,Inside,Working,FUEL004,Yes,Low Fuel,79
TEL162575,EQX1172,RNT102813,2025-02-12 23:34:00,7.93,14789,1.06,40.3,108.22,92.1,291.8,4.64,1045,12.928361,77.540433,4.4,Inside,Idle,NONE,No,None,82
TEL162576,EQX1222,RNT104516,2025-07-14 17:50:00,7.7,11301,0.81,50.0,118.24,89.5,241.3,3.31,855,13.006933,77.569055,3.9,Inside,Stopped,NONE,No,None,87
TEL162577,EQX1293,RNT101282,2025-09-18 09:17:00,7.26,12488,1.64,90.3,79.79,78.8,248.6,2.72,1131,11.028673,76.920999,0.49,Outside,Working,GPS005,Yes,Geofence Breach,92
TEL162578,EQX1042,RNT102586,2025-05-28 03:26:00,6.21,9028,1.83,65.2,114.7,91.5,314.3,0.83,1445,12.949508,77.613354,2.57,Inside,Idle,NONE,No,None,86
TEL162579,EQX1112,RNT104572,2025-11-04 14:04:00,10.3,9464,1.74,54.7,89.32,94.4,318.7,4.65,1197,11.030064,76.901887,4.66,Inside,Working,NONE,No,None,81
TEL162580,EQX1004,RNT104955,2025-12-27 16:59:00,0.63,13631,0.49,24.9,8.72,89.5,281.5,7.26,1154,11.046743,76.90862,1.19,Outside,Idle,HYD002,Yes,High Vibration,76
TEL162581,EQX1222,RNT101423,2025-08-17 03:44:00,8.26,3753,8.26,29.2,94.65,99.3,236.7,3.29,1926,13.01044,77.575759,1.82,Inside,Working,NONE,No,None,70
TEL162582,EQX1156,RNT101610,2025-05-25 16:28:00,0.97,8488,0.27,71.5,11.96,86.1,315.7,4.38,898,17.343712,78.469204,4.28,Inside,Travelling,NONE,No,None,82
TEL162583,EQX1149,RNT104528,2025-10-23 08:41:00,10.79,7575,4.48,77.1,134.03,83.5,291.4,5.75,1523,10.962745,77.003295,1.36,Inside,Working,NONE,No,None,77
TEL162584,EQX1159,RNT101389,2025-08-11 23:00:00,3.24,9432,1.34,29.5,46.87,80.6,184.9,3.62,1777,13.108762,80.260826,4.05,Inside,Stopped,NONE,No,None,89
TEL162585,EQX1068,RNT100439,2025-05-12 20:21:00,10.01,3714,1.54,16.5,167.29,81.0,219.4,2.04,1993,17.432089,78.467259,4.47,Outside,Working,GPS005,Yes,Geofence Breach,87
TEL162586,EQX1161,RNT102480,2025-09-16 14:22:00,5.59,13798,4.36,13.4,76.16,84.9,310.0,4.87,1204,9.94905,78.102619,3.79,Inside,Stopped,FUEL004,Yes,Low Fuel,77
TEL162587,EQX1029,RNT100373,2025-01-31 11:50:00,1.9,7194,0.08,62.4,33.28,101.5,279.5,1.73,1857,17.33954,78.526906,1.62,Inside,Working,TMP003,Yes,High Temperature,83
TEL162588,EQX1055,RNT104038,2025-08-23 21:47:00,11.9,9691,5.82,94.6,211.85,102.6,242.5,3.08,1578,9.905831,78.133012,1.3,Inside,Idle,TMP003,Yes,High Temperature,71
TEL162589,EQX1263,RNT101510,2025-04-23 09:52:00,5.08,13356,2.88,99.4,50.68,93.6,199.2,3.69,1269,13.081917,80.254262,4.25,Inside,Idle,NONE,No,None,80
TEL162590,EQX1079,RNT102202,2025-07-20 13:06:00,11.07,1676,5.63,44.9,151.33,80.0,287.2,4.72,1537,17.374689,78.463788,4.5,Inside,Travelling,NONE,No,None,80
TEL162591,EQX1038,RNT101708,2025-08-27 06:38:00,11.25,13426,3.18,5.2,173.82,92.2,197.8,2.78,1329,12.93534,77.606232,3.99,Inside,Travelling,FUEL004,Yes,Low Fuel,80
TEL162592,EQX1158,RNT102266,2025-05-02 23:36:00,3.15,10619,1.66,14.4,54.91,91.0,294.4,4.41,1241,9.906863,78.095202,0.94,Inside,Stopped,FUEL004,Yes,Low Fuel,78
TEL162593,EQX1173,RNT103637,2025-06-20 20:17:00,11.52,12762,11.21,13.5,169.31,95.0,230.5,4.65,811,11.022589,76.903498,4.83,Inside,Idle,FUEL004,Yes,Low Fuel,70
TEL162594,EQX1105,RNT100762,2025-12-13 07:41:00,7.24,5298,7.13,19.0,87.48,70.4,226.0,0.86,1031,10.994342,76.962196,1.87,Inside,Working,NONE,No,None,91
TEL162595,EQX1082,RNT100192,2025-09-21 19:33:00,9.89,14594,0.38,85.8,186.22,103.5,186.0,0.96,925,9.94854,78.131709,4.05,Inside,Working,TMP003,Yes,High Temperature,84
TEL162596,EQX1069,RNT104933,2025-10-14 19:49:00,0.31,1474,0.26,99.6,2.59,95.9,293.0,5.97,899,17.389632,78.492482,1.25,Inside,Working,NONE,No,None,76
TEL162597,EQX1028,RNT100686,2025-04-14 06:32:00,9.84,10757,3.18,41.7,157.1,102.3,279.3,1.25,848,10.991697,76.959988,3.02,Inside,Idle,TMP003,Yes,High Temperature,81
TEL162598,EQX1118,RNT102430,2025-12-17 00:07:00,7.88,12814,5.14,22.9,99.32,105.1,311.0,1.75,1862,17.355692,78.524975,4.41,Inside,Idle,TMP003,Yes,High Temperature,74
TEL162599,EQX1233,RNT101004,2025-03-08 11:11:00,10.12,10027,1.68,22.4,197.97,73.0,233.3,3.28,717,17.38651,78.500365,0.25,Inside,Working,NONE,No,None,92
TEL162600,EQX1080,RNT100968,2025-10-13 12:58:00,5.29,5204,0.67,97.9,50.62,96.3,312.5,6.69,946,17.3979,78.46954,0.01,Inside,Working,HYD002,Yes,High Vibration,72
TEL162601,EQX1219,RNT101812,2025-12-20 21:48:00,6.61,12223,2.44,21.2,110.58,78.6,294.0,6.24,915,12.963174,77.603856,4.94,Inside,Idle,HYD002,Yes,High Vibration,79
TEL162602,EQX1292,RNT100164,2025-04-12 16:40:00,5.69,4235,2.12,90.9,105.82,71.8,198.2,6.4,986,17.403151,78.465407,1.93,Inside,Working,HYD002,Yes,High Vibration,87
TEL162603,EQX1197,RNT100393,2025-11-03 15:37:00,3.59,12519,2.46,23.9,57.44,79.5,183.0,3.57,2079,17.383357,78.533326,2.57,Inside,Idle,NONE,No,None,87
TEL162604,EQX1233,RNT100148,2025-06-23 00:04:00,8.03,14285,2.16,44.7,75.54,73.6,189.7,7.8,2180,17.38451,78.498739,3.45,Inside,Travelling,HYD002,Yes,High Vibration,83
TEL162605,EQX1209,RNT102630,2025-02-05 13:56:00,5.88,14227,5.33,20.5,74.3,106.0,183.0,6.42,978,17.356285,78.520484,2.69,Inside,Working,TMP003,Yes,High Temperature,70
TEL162606,EQX1178,RNT104086,2025-10-03 13:19:00,7.0,5257,3.32,70.2,139.86,75.2,248.3,7.3,842,11.065256,76.989101,3.51,Inside,Working,HYD002,Yes,High Vibration,79
TEL162607,EQX1029,RNT101307,2025-04-28 10:06:00,3.47,11210,0.75,24.8,59.08,75.8,257.5,7.3,852,17.355694,78.518574,2.7,Inside,Working,HYD002,Yes,High Vibration,82
TEL162608,EQX1020,RNT102934,2025-03-14 19:34:00,0.87,3651,0.17,23.3,7.83,100.5,218.2,3.95,2072,13.121273,80.297382,0.99,Inside,Travelling,TMP003,Yes,High Temperature,81
TEL162609,EQX1073,RNT102429,2025-08-10 18:34:00,3.84,11753,3.58,40.2,41.06,92.7,207.9,3.52,1870,11.049126,76.99949,0.22,Inside,Travelling,NONE,No,None,83
TEL162610,EQX1110,RNT100813,2025-01-17 15:01:00,4.83,14521,0.8,10.1,73.1,90.2,318.1,5.62,2052,13.075055,80.310561,2.5,Inside,Travelling,FUEL004,Yes,Low Fuel,78
TEL162611,EQX1263,RNT103414,2025-06-19 06:35:00,5.52,7817,3.6,82.8,81.86,88.4,203.5,5.39,2167,13.088775,80.261992,0.27,Inside,Stopped,NONE,No,None,75
TEL162612,EQX1096,RNT100456,2025-08-19 09:36:00,9.4,7809,6.62,56.7,170.02,102.0,278.0,1.68,1888,17.382635,78.516403,2.91,Inside,Stopped,TMP003,Yes,High Temperature,75
TEL162613,EQX1254,RNT103985,2025-02-25 23:19:00,6.57,8517,1.3,54.5,108.78,94.7,308.6,6.82,979,13.005544,77.618755,4.35,Inside,Working,HYD002,Yes,High Vibration,73
TEL162614,EQX1274,RNT103639,2025-03-24 12:37:00,5.26,7538,0.66,51.0,83.0,77.7,317.3,1.59,1389,12.980955,77.643075,2.36,Inside,Idle,NONE,No,None,92
TEL162615,EQX1231,RNT100629,2025-02-08 18:30:00,1.04,11964,0.21,84.3,13.88,84.2,180.0,6.51,725,11.045574,76.941783,3.98,Inside,Working,HYD002,Yes,High Vibration,79
TEL162616,EQX1037,RNT102503,2025-11-14 16:50:00,9.75,14354,6.53,63.3,85.4,101.6,306.4,3.6,2066,9.903636,78.076553,2.84,Inside,Working,TMP003,Yes,High Temperature,76
TEL162617,EQX1176,RNT100121,2025-12-08 12:34:00,8.57,8926,5.22,33.1,73.4,87.4,244.0,2.74,1735,12.994592,77.610664,4.32,Inside,Working,NONE,No,None,80
TEL162618,EQX1300,RNT104134,2025-12-22 07:00:00,11.58,10850,6.27,73.1,207.16,105.3,251.1,4.13,1431,13.042423,80.263631,3.35,Inside,Idle,TMP003,Yes,High Temperature,70
TEL162619,EQX1013,RNT102822,2025-06-12 02:26:00,5.14,7316,4.58,98.6,42.17,95.4,288.6,4.61,1912,13.060891,80.217439,4.61,Inside,Travelling,NONE,No,None,75
TEL162620,EQX1136,RNT104889,2025-07-10 18:08:00,10.09,4408,3.9,29.2,125.98,96.4,216.8,2.85,1024,17.38874,78.525321,0.23,Inside,Stopped,NONE,No,None,77
TEL162621,EQX1292,RNT101263,2025-03-10 21:12:00,0.56,4756,0.46,49.5,5.45,91.0,241.0,5.05,1136,17.404147,78.463466,0.42,Inside,Travelling,NONE,No,None,83
TEL162622,EQX1293,RNT103564,2025-03-27 09:02:00,10.81,3359,4.51,67.8,145.68,72.2,251.8,7.57,725,11.03138,76.906601,0.02,Inside,Stopped,HYD002,Yes,High Vibration,76
TEL162623,EQX1188,RNT104919,2025-03-27 14:28:00,11.92,4677,9.77,63.0,140.27,103.5,242.5,4.45,1898,12.990672,77.589163,4.66,Inside,Travelling,TMP003,Yes,High Temperature,68
TEL162624,EQX1125,RNT102662,2025-01-06 09:22:00,0.46,12231,0.34,21.1,7.53,91.9,308.9,2.26,1182,10.982739,76.986995,0.19,Inside,Stopped,NONE,No,None,89
TEL162625,EQX1041,RNT104519,2025-09-09 07:04:00,4.05,1118,1.25,25.0,57.91,103.0,194.8,1.93,753,17.413447,78.519912,4.95,Inside,Idle,TMP003,Yes,High Temperature,81
TEL162626,EQX1224,RNT103586,2025-12-23 17:41:00,10.17,10619,8.79,86.4,158.67,95.9,217.1,1.07,729,9.956901,78.102111,1.53,Inside,Working,NONE,No,None,76
TEL162627,EQX1124,RNT101318,2025-09-23 00:47:00,10.08,9138,9.62,91.2,103.22,84.0,210.0,1.57,1287,9.958583,78.096975,0.04,Inside,Working,NONE,No,None,83
TEL162628,EQX1249,RNT100747,2025-08-01 01:38:00,8.4,7507,1.04,29.0,101.18,82.2,233.5,4.28,2013,12.953305,77.546535,4.28,Inside,Working,ENG001,Yes,Maintenance Due,83
TEL162629,EQX1055,RNT104427,2025-10-30 03:23:00,4.48,11294,2.53,20.2,68.12,107.9,257.1,3.46,1242,9.90842,78.118605,2.94,Inside,Travelling,TMP003,Yes,High Temperature,75
TEL162630,EQX1115,RNT104924,2025-06-14 18:30:00,5.77,983,0.89,43.2,76.75,105.0,267.2,0.85,959,17.372914,78.493619,1.37,Inside,Idle,TMP003,Yes,High Temperature,82
TEL162631,EQX1057,RNT102371,2025-10-06 12:08:00,3.37,10303,0.9,87.4,29.25,72.2,222.2,4.32,1495,9.933711,78.109873,4.38,Inside,Working,NONE,No,None,86
TEL162632,EQX1083,RNT102904,2025-04-09 13:21:00,8.11,12995,2.85,37.3,149.58,99.1,273.1,5.79,1104,17.42506,78.510608,1.61,Inside,Travelling,NONE,No,None,70
TEL162633,EQX1136,RNT100118,2025-09-26 10:33:00,4.21,10775,1.53,54.4,48.99,95.9,222.7,2.61,1491,17.384607,78.527007,3.33,Inside,Idle,NONE,No,None,79
TEL162634,EQX1172,RNT103625,2025-02-26 09:22:00,4.08,13447,3.53,92.5,32.83,106.2,287.1,3.78,990,12.930433,77.543686,2.57,Inside,Working,TMP003,Yes,High Temperature,74
TEL162635,EQX1247,RNT104233,2025-07-05 01:00:00,0.33,12082,0.3,68.9,5.57,72.8,251.4,3.37,2172,17.37673,78.532942,2.12,Inside,Working,NONE,No,None,88
TEL162636,EQX1110,RNT103952,2025-07-31 19:07:00,4.53,1285,1.52,56.4,54.74,104.7,271.1,6.92,1998,13.061437,80.298324,3.01,Outside,Travelling,TMP003,Yes,High Temperature,71
TEL162637,EQX1279,RNT102529,2025-07-18 16:52:00,2.89,8033,0.17,17.9,39.49,97.9,263.8,6.7,1748,13.005763,77.612552,2.18,Inside,Working,HYD002,Yes,High Vibration,73
TEL162638,EQX1112,RNT101460,2025-08-03 14:04:00,0.46,7084,0.31,79.3,6.06,107.7,310.6,2.13,1982,11.02987,76.914897,2.97,Inside,Stopped,TMP003,Yes,High Temperature,81
TEL162639,EQX1080,RNT102095,2025-12-12 18:21:00,7.81,10697,2.99,78.8,140.94,99.1,281.1,2.6,1023,17.389753,78.458034,3.41,Inside,Idle,NONE,No,None,82
TEL162640,EQX1047,RNT104401,2025-12-17 20:46:00,6.87,13868,1.03,86.4,70.85,83.9,315.5,5.03,1912,12.938724,77.610704,4.12,Inside,Stopped,NONE,No,None,81
TEL162641,EQX1141,RNT101037,2025-10-31 20:38:00,5.41,14433,2.57,96.6,63.29,98.9,296.0,6.38,1506,12.94892,77.620011,3.52,Inside,Working,HYD002,Yes,High Vibration,70
TEL162642,EQX1244,RNT103966,2025-07-08 08:29:00,11.69,1467,6.77,36.2,206.04,105.3,292.6,0.72,1982,17.411607,78.517718,0.07,Inside,Working,TMP003,Yes,High Temperature,75
TEL162643,EQX1038,RNT104673,2025-05-27 17:05:00,6.98,8688,1.41,32.8,91.43,85.3,239.7,4.89,1122,12.929904,77.604433,2.78,Inside,Working,NONE,No,None,83
TEL162644,EQX1173,RNT103752,2025-11-06 16:36:00,6.54,6067,6.1,89.5,81.42,104.5,316.2,2.04,1846,11.036486,76.903687,2.17,Inside,Working,TMP003,Yes,High Temperature,78
TEL162645,EQX1128,RNT102555,2025-02-06 13:29:00,11.35,1246,1.26,86.7,226.0,85.7,279.6,4.31,1633,9.870373,78.142775,0.03,Inside,Working,NONE,No,None,81
TEL162646,EQX1195,RNT100168,2025-10-08 13:33:00,7.56,14001,0.85,12.4,120.77,85.5,213.2,4.68,1195,17.380972,78.442772,3.63,Inside,Working,FUEL004,Yes,Low Fuel,82
TEL162647,EQX1018,RNT104282,2025-03-18 10:38:00,6.25,13561,2.71,89.7,98.21,103.7,212.2,6.05,1336,12.991556,77.613888,1.17,Inside,Stopped,TMP003,Yes,High Temperature,72
TEL162648,EQX1085,RNT100631,2025-02-14 08:35:00,11.08,6326,9.43,68.0,128.74,81.5,229.8,2.94,1563,9.925538,78.093426,1.62,Inside,Idle,NONE,No,None,77
TEL162649,EQX1214,RNT101894,2025-09-06 02:53:00,9.81,10974,4.85,73.1,150.41,84.3,199.6,2.08,1698,12.936656,77.572153,3.24,Inside,Working,NONE,No,None,88
TEL162650,EQX1298,RNT104503,2025-12-11 14:25:00,8.54,11191,2.41,22.1,153.68,91.1,247.0,1.15,1096,17.3899,78.491935,2.86,Inside,Working,NONE,No,None,85
TEL162651,EQX1219,RNT101150,2025-11-04 19:42:00,11.75,8086,4.57,58.5,228.94,72.2,180.6,3.24,1068,12.953552,77.602285,1.24,Inside,Idle,NONE,No,None,88
TEL162652,EQX1124,RNT102928,2025-08-18 12:17:00,11.39,13852,6.08,43.1,180.92,77.0,257.9,7.71,1914,9.953331,78.107611,3.77,Inside,Travelling,HYD002,Yes,High Vibration,78
TEL162653,EQX1052,RNT102103,2025-09-19 02:25:00,4.58,3747,1.17,34.4,40.08,101.0,309.6,7.96,1724,9.880826,78.160363,3.94,Inside,Working,TMP003,Yes,High Temperature,71
TEL162654,EQX1258,RNT104988,2025-05-08 16:04:00,3.77,9468,2.92,94.9,74.17,72.5,284.1,6.09,1325,9.880603,78.092371,4.73,Inside,Working,HYD002,Yes,High Vibration,86
TEL162655,EQX1236,RNT103701,2025-05-30 07:52:00,4.14,2829,1.6,53.7,46.47,92.1,310.6,2.81,1785,13.11604,80.275275,4.4,Inside,Working,NONE,No,None,80
TEL162656,EQX1141,RNT102772,2025-02-09 14:59:00,1.88,3500,0.39,8.7,29.47,80.6,206.2,4.88,1043,12.958043,77.609025,4.41,Inside,Working,FUEL004,Yes,Low Fuel,84
TEL162657,EQX1008,RNT102876,2025-05-27 02:00:00,1.16,9260,0.82,39.3,13.33,105.3,298.5,7.87,2021,10.976388,76.978266,1.69,Inside,Idle,TMP003,Yes,High Temperature,69
TEL162658,EQX1140,RNT103133,2025-06-23 05:58:00,3.7,12466,0.75,94.4,35.74,70.8,315.7,3.2,1613,11.041619,76.989767,4.78,Inside,Working,NONE,No,None,92
TEL162659,EQX1236,RNT100784,2025-10-03 04:20:00,10.79,8860,7.15,95.2,103.52,71.3,271.5,4.82,1710,13.11747,80.282541,1.02,Inside,Working,NONE,No,None,81
TEL162660,EQX1127,RNT101425,2025-02-26 10:04:00,11.61,2860,11.14,69.0,184.01,72.5,212.9,7.46,2165,12.979159,77.6066,2.56,Inside,Working,HYD002,Yes,High Vibration,69
TEL162661,EQX1093,RNT101485,2025-11-01 16:06:00,6.21,2470,3.69,70.0,109.32,109.4,185.0,2.13,1026,12.9679,77.59081,1.46,Inside,Working,TMP003,Yes,High Temperature,79
TEL162662,EQX1174,RNT102606,2025-06-13 10:43:00,6.55,10222,4.11,42.9,63.59,78.6,318.9,3.38,1685,11.057128,76.954852,3.79,Inside,Idle,NONE,No,None,84
TEL162663,EQX1268,RNT100028,2025-03-21 23:14:00,5.3,2058,2.88,10.7,52.65,91.0,231.2,1.91,1284,13.03627,80.242694,0.78,Inside,Travelling,FUEL004,Yes,Low Fuel,84
TEL162664,EQX1020,RNT104139,2025-04-27 22:15:00,8.68,14812,1.21,89.1,69.75,76.0,184.9,4.82,1530,13.111436,80.287752,4.61,Inside,Working,NONE,No,None,89
TEL162665,EQX1275,RNT104936,2025-06-14 20:49:00,9.4,6074,1.45,25.2,120.6,89.8,185.9,0.8,864,13.06547,80.320185,1.4,Inside,Working,NONE,No,None,90
TEL162666,EQX1164,RNT104990,2025-05-13 01:45:00,9.07,14570,8.74,66.9,124.27,80.6,206.2,3.98,1090,11.015357,76.988458,2.8,Inside,Working,NONE,No,None,81
TEL162667,EQX1003,RNT102438,2025-02-02 14:24:00,5.02,12051,2.42,98.0,94.89,98.4,216.4,5.31,1390,13.056299,80.304121,1.93,Inside,Stopped,NONE,No,None,75
TEL162668,EQX1237,RNT101099,2025-04-30 19:21:00,6.31,13694,5.69,10.8,102.86,103.7,311.7,1.44,1878,11.041057,76.984343,2.34,Inside,Idle,TMP003,Yes,High Temperature,74
TEL162669,EQX1098,RNT100323,2025-11-03 18:51:00,10.39,11353,5.31,52.2,205.6,94.0,183.4,3.17,1511,17.343744,78.452054,2.38,Inside,Travelling,NONE,No,None,78
TEL162670,EQX1210,RNT101875,2025-08-17 03:10:00,4.72,9835,2.9,28.5,65.69,98.2,186.0,7.37,1499,17.421756,78.543334,3.36,Inside,Working,HYD002,Yes,High Vibration,69
TEL162671,EQX1014,RNT100786,2025-10-19 10:52:00,0.57,9683,0.44,93.5,4.73,107.2,215.7,7.21,1808,13.087151,80.251516,0.84,Inside,Working,TMP003,Yes,High Temperature,69
TEL162672,EQX1134,RNT100430,2025-06-01 11:44:00,10.34,6384,1.52,41.6,126.39,89.4,210.8,7.17,2125,11.032546,77.005093,4.05,Inside,Working,HYD002,Yes,High Vibration,78
TEL162673,EQX1065,RNT103614,2025-08-07 22:51:00,10.89,12461,1.43,22.4,215.46,80.5,202.7,6.61,1663,13.004033,77.590199,1.21,Inside,Idle,HYD002,Yes,High Vibration,78
TEL162674,EQX1142,RNT103940,2025-05-24 00:11:00,11.1,7947,1.87,90.9,120.76,95.4,216.2,1.66,1037,17.413749,78.448464,3.74,Inside,Working,NONE,No,None,82
TEL162675,EQX1218,RNT104854,2025-12-27 15:59:00,10.59,4968,9.17,56.6,119.36,83.8,236.4,1.13,1589,9.9495,78.127846,2.57,Inside,Stopped,NONE,No,None,82
TEL162676,EQX1230,RNT101833,2025-02-27 21:10:00,6.88,3286,1.66,44.2,96.94,73.4,248.9,7.9,2104,13.011338,77.63187,1.47,Inside,Working,HYD002,Yes,High Vibration,80
TEL162677,EQX1229,RNT100126,2025-10-20 08:23:00,11.57,3935,7.58,95.2,155.18,90.6,298.4,1.88,1850,12.987524,77.641203,1.16,Inside,Working,NONE,No,None,83
TEL162678,EQX1220,RNT102885,2025-02-22 19:08:00,4.19,13125,2.0,47.3,60.21,95.0,272.5,5.16,702,9.898648,78.152132,2.95,Inside,Stopped,NONE,No,None,79
TEL162679,EQX1083,RNT100678,2025-01-17 17:23:00,8.3,5109,6.91,79.4,95.07,96.6,207.9,3.33,717,17.416201,78.49808,1.84,Inside,Working,NONE,No,None,76
TEL162680,EQX1114,RNT103222,2025-03-02 07:20:00,9.97,1460,2.8,68.4,155.58,81.5,274.0,4.74,1010,13.105036,80.266135,0.65,Inside,Working,NONE,No,None,84
TEL162681,EQX1253,RNT103798,2025-07-12 18:15:00,5.47,8368,0.25,65.3,69.99,83.3,249.7,4.67,752,12.93143,77.624923,4.46,Inside,Stopped,NONE,No,None,84
TEL162682,EQX1041,RNT100222,2025-01-19 06:40:00,9.17,3243,6.24,8.0,76.32,89.1,285.3,3.99,1145,17.412334,78.522684,4.22,Inside,Idle,FUEL004,Yes,Low Fuel,79
TEL162683,EQX1159,RNT101813,2025-11-07 15:03:00,8.23,6411,5.96,33.4,153.99,94.1,216.8,4.34,1519,13.09639,80.252155,0.98,Inside,Idle,NONE,No,None,74
TEL162684,EQX1231,RNT104603,2025-10-15 01:34:00,10.86,14854,0.2,66.1,89.82,78.5,191.5,1.52,998,11.028594,76.946744,2.54,Inside,Travelling,NONE,No,None,95
TEL162685,EQX1236,RNT101574,2025-02-07 19:35:00,6.71,14791,3.4,72.1,80.3,103.1,198.9,5.35,1301,13.109242,80.281748,4.59,Inside,Idle,TMP003,Yes,High Temperature,72
TEL162686,EQX1183,RNT104404,2025-03-28 19:47:00,4.21,6258,0.05,77.2,67.08,79.0,313.8,2.52,1077,9.970369,78.121245,0.31,Inside,Working,NONE,No,None,91
TEL162687,EQX1006,RNT101734,2025-02-19 17:16:00,1.1,14768,0.29,65.1,11.67,89.2,191.9,5.05,1033,9.965788,78.136266,3.66,Inside,Idle,NONE,No,None,84
TEL162688,EQX1285,RNT104421,2025-12-25 16:56:00,3.55,6904,1.01,44.0,67.35,78.7,278.4,6.94,2186,13.025035,77.567101,4.1,Inside,Idle,HYD002,Yes,High Vibration,83
TEL162689,EQX1256,RNT103673,2025-01-23 14:49:00,10.03,4529,5.27,8.1,148.5,101.8,185.4,3.26,789,9.935969,78.130369,0.55,Inside,Idle,TMP003,Yes,High Temperature,76
TEL162690,EQX1137,RNT101091,2025-05-15 22:09:00,9.38,8689,8.58,31.5,168.91,102.6,281.1,1.9,1958,9.973184,78.112229,2.21,Inside,Idle,TMP003,Yes,High Temperature,74
TEL162691,EQX1114,RNT102835,2025-06-06 12:47:00,10.76,11693,3.6,86.3,185.12,77.5,280.5,3.51,833,13.107997,80.271806,3.71,Inside,Working,NONE,No,None,87
TEL162692,EQX1238,RNT101018,2025-02-11 01:11:00,8.69,12268,7.18,76.7,78.41,72.6,229.5,6.29,1832,9.899478,78.117513,0.4,Inside,Idle,HYD002,Yes,High Vibration,82
TEL162693,EQX1298,RNT101623,2025-06-08 05:50:00,6.9,3123,6.54,95.3,87.96,108.1,314.1,2.46,951,17.394951,78.498459,4.03,Inside,Working,TMP003,Yes,High Temperature,75
TEL162694,EQX1292,RNT100164,2025-04-06 01:45:00,1.0,11124,0.48,56.3,8.7,80.2,194.9,4.77,1762,17.414547,78.474283,4.88,Inside,Working,NONE,No,None,83
TEL162695,EQX1086,RNT103080,2025-08-20 11:27:00,0.92,5806,0.69,7.3,15.53,71.6,299.9,5.06,1101,10.977289,76.956308,2.8,Inside,Idle,FUEL004,Yes,Low Fuel,89
TEL162696,EQX1277,RNT102015,2025-06-13 20:29:00,11.32,12674,1.33,65.6,156.14,88.4,255.4,4.49,1264,12.942272,77.591958,4.33,Inside,Working,NONE,No,None,83
TEL162697,EQX1215,RNT104547,2025-01-18 08:49:00,5.24,11083,5.01,59.0,64.91,94.8,231.2,0.81,946,9.911521,78.141612,2.53,Outside,Idle,GPS005,Yes,Geofence Breach,83
TEL162698,EQX1066,RNT101000,2025-05-10 06:46:00,10.35,4022,3.44,90.5,87.21,105.0,302.3,7.57,1329,12.942761,77.637425,1.3,Inside,Working,TMP003,Yes,High Temperature,68
TEL162699,EQX1236,RNT100649,2025-05-11 02:34:00,9.32,8192,2.6,60.6,140.07,109.4,265.9,6.24,1284,13.112166,80.275549,1.05,Inside,Travelling,TMP003,Yes,High Temperature,72
